TEXT,LABEL1,LABEL2
Wann müssen sich Beschäftigte von landwirtschaftlichen Betrieben einer Testung unterziehen?,Arbeit,
Was gilt für gastronomische Angebote?,Gastro,
Was gilt für Vinotheken und bei Weinverkostungen?,Gastro,
Was gilt für die Jägerausbildung und Jägerprüfung?,Schule,Arbeit
"Ist die Versorgung von Tieren in Tierhaltungen, z.B. von Pferden in Pensionsställen sichergestellt?",Arbeit,
"Was gilt für Pferdesport, Reitschulen, Reitplätze, etc.?",Sport,
Was gilt für Imker?,Arbeit,
Was gilt für die Durchführung von Imkerkursen?,Schule,Arbeit
"Was gilt für Hundeschulen, Hundesport, Hundevereine?",Schule,
Kann das Coronavirus Covid-19 von Haustieren auf Menschen und umgekehrt von Menschen auf Haustiere übertragen werden?,Allgemein,
Müssen Haustiere von infizierten Personen in Quarantäne?,Allgemein,
Ist das Virus vom (Haus)Tier auf den Mensch übertragbar bzw. kann sich der Mensch beim Tier anstecken?,Allgemein,
Können Haustiere noch über die Grenze verbracht werden?,Reisen,
Darf ich zum Angeln gehen?,Sport,
Was gilt für die Fischerprüfung?,Schule,
Welche Veranstaltungen sind in Hamburg erlaubt?,Veranstaltungen,
"Welche Regeln gelten für den Besuch von Museen, Gedenkstätte, Ausstellungshäusern und Galerien?",Kultur,
Dürfen Bibliotheken und Archive öffnen?,Kultur,
Dürfen Chöre und Blasinstrumente-Ensembles wieder üben?,Kultur,
"Welche Regeln gelten für Weiterbildungsangebote wie zum Beispiel Tanzschulen, Musikschulen, Chöre?",Schule,Kultur
Inwiefern werden Eintrittsgelder von abgesagten Veranstaltungen staatlicher Institutionen erstattet?,Allgemein,
Welche Regeln gelten für Musikclubs?,Veranstaltungen,
Welche Veranstaltungen sind in $SuL erlaubt?,Veranstaltungen,
"Welche Regeln gelten für den Besuch von Museen, Gedenkstätte, Ausstellungshäusern und Galerien?",Kultur,
Dürfen Bibliotheken und Archive öffnen?,Allgemein,
Dürfen Chöre und Blasinstrumente-Ensembles wieder üben?,Allgemein,
Sind $SuL Hotels geöffnet?,Reisen,
Welche Sportanlagen sind in $SuL geöffnet?,Sport,
Wann handelt es sich um eine Sportanlage im Freien?,Sport,
Wie viele Personen dürfen gemeinsam Sport treiben?,Sport,
Was bedeutet das 2G-Modell für den Sport?,Sport,
Sind beim Sport Mischformen zwischen dem 2G-Modell sowie dem 3G-Modell zulässig?,Sport,
Kann das 2G-Modell auch bei Sportveranstaltungen mit Publikum und nicht-stationären sportlichen Wettkämpfen angewendet werden?,Sport,
Gibt es Ausnahmen für Kaderathleten sowie Berufssportler?,Sport,
"Unter welchen Voraussetzungen dürfen Fitness-, Sport, Yoga- und EMS-Studios geöffnet werden?",Sport,
Ist ein negativer Coronavirus-Testnachweis beim Sportbetrieb erforderlich?,Sport,
Dürfen ärztlich verordnete Rehabilitationssportkurse durchgeführt werden?,Sport,
Welche Regelungen gelten beim Sport mit Tieren?,Sport,
Dürfen die Bewegungsinseln oder andere frei zugängliche Sportgeräte bzw. -anlagen genutzt werden?,Sport,
Müssen die Kontaktdaten der Teilnehmenden bei Sportanlagen dokumentiert werden?,Sport,
Sind Zuschauende bei Sportveranstaltungen und Wettkämpfen zulässig?,Sport,
"Sind Freibäder, Schwimmbäder und Saunen geöffnet?",Sport,Kultur
"Sind Mitgliederversammlungen, Aus-, Fort- und Weiterbildungen, die im Zusammenhang zum Sportbetrieb stehen, zulässig?",Sport,
Welche Fördermöglichkeiten gibt es im Bereich Sport?,Sport,
Darf ich mich in der Sportstätte umziehen und duschen?,Sport,
Wie viele Nutzergruppen dürfen eine Sportanlage gleichzeitig nutzen?,Sport,
"Gibt es für den Sportbetrieb für Geimpfte oder Genesene andere, weitreichendere Regelungen",Sport,
"Sind Laufveranstaltungen, Radrennen oder vergleichbare nicht-stationäre sportliche Wettkämpfe im öffentlichen Raum zulässig?",Sport,
Wohin darf ich reisen und was muss ich beachten?,Reisen,
Ich komme aus dem Ausland zurück. Was muss ich beachten?,Reisen,
"Welche Regeln gelten für Hotels, Ferienwohnungen und Campingplätze?",Reisen,
Welche Hygienemaßnahmen gelten bei Reisen?,Reisen,
"Wo finde ich Hilfe, wenn ich Probleme mit einer Reisestornierung habe?",Reisen,
Habe ich Anspruch auf Entschädigung wegen eines Verdienstausfalls durch eine Quarantäne nach einer Reise in ein Risikogebiet?,Reisen,
"Muss
 ich als Hamburger nach einem Aufenthalt innerhalb Deutschlands in einem
 Gebiet mit hohen Corona-Fallzahlen (Inzidenz höher als 50) in 
Quarantäne?",Reisen,
Ich komme von einer beruflichen Reise aus Studiengründen zurück bzw. reise aus diesen Gründen ein: Was muss ich beachten?,Reisen,
Welche Regeln gelten für Gaststätten und Speiselokale in $SuL?,Gastro,
Wie viele Personen dürfen an einem Tisch sitzen oder stehen?,Gastro,
Welche Regeln gelten für die Außenbereiche von Gaststätten und Speiselokalen in $SuL?,Gastro,
"Wo kann eine Sondergenehmigung, die eine Erhöhung der Personenzahlen ermöglicht, beantragt werden?",Gastro,
Wo und wann ist Alkohol verboten?,Gastro,
Darf ich meinen Außenbereich überdachen?,Gastro,
Gilt eine Pflicht zur Reservierung?,Gastro,
Brauchen Gäste ein negatives Testergebnis oder einen Impfnachweis?,Gastro,
Müssen die Kontaktdaten der Gäste mit der Corona-Warn-App oder mit der Luca-App erfasst werden?,Gastro,
"Wie werden Kontaktdaten der Gäste erfasst, die kein Smartphone besitzen oder keine App installiert haben?",Gastro,
Gilt in der Gastronomie die Maskenpflicht?,Gastro,
Wie sollen Impf- und Testnachweise von Mitarbeitern kontrolliert und dokumentiert werden?,Gastro,
Warum werden in Restaurants die Daten der Gäste erfasst?,Gastro,
Dürfen Shisha-Bars öffnen?,Gastro,
Kann ich weiterhin bei Restaurants und Lieferdiensten Essen bestellen?,Gastro,
Ist Alkohol in $SuL Verboten?,Gastro,
Darf ich in $SuL Alkoholtrinken?,Gastro,
Darf ich in $ORT Alkoholtrinken?,Gastro,
Für wen steht eine Betreuung in der Kita und in der Kindertagespflege zur Verfügung?,Kinder,
In welchen Fällen dürfen Kinder NICHT in einer Kita beziehungsweise Kindertagespflegestelle betreut werden?,Kinder,
"Was muss beachtet werden, wenn Eltern oder Kinder verreisen wollen oder aus dem Urlaub zurückkommen?",Kinder,
Wie wird das Infektionsrisiko für Kinder und Beschäftigte in Kitas oder in der Kindertagespflege minimiert?,Kinder,
Müssen Eltern Elternbeiträge zahlen?,Kinder,
"Mein
 Kind soll aufgrund des erhöhten Infektionsrisikos den Regelbetrieb in 
Kitas bzw. Kindertagespflege nicht nutzen – läuft mein Kita-Gutschein 
bzw. meine Kindertagespflege-Bewilligung trotzdem weiter?",Kinder,
Stellt die Sozialbehörde Selbsttests für Kita-Kinder und Kita-Personal zur Verfügung?,Kinder,
"Was passiert, wenn in einer Kita beziehungsweise in einer Kindertagespflegestelle ein Infektionsgeschehen auftritt?",Kinder,
Dürfen Kitas und Tagespflegestellen Spielplätze nutzen?,Kinder,
Sind im Rahmen der Betreuung Spaziergänge und Ausflüge möglich?,Kinder,
"Haben
 Eltern beziehungsweise Personensorgeberechtigte einen Anspruch auf 
Entschädigung bei einer Kita-Schließung durch das Gesundheitsamt?",Kinder,
Was bedeuten Kurzarbeit oder Arbeitslosigkeit für Kita-Gutscheine beziehungsweise Kindertagespflege-Bewilligungen?,Kinder,
"Was müssen Eltern tun, wenn der Kita-Gutschein ausläuft?",Kinder,
"Was ist zu tun, wenn der Verdacht besteht, selbst an Covid-19 erkrankt zu sein?",Kinder,
Können Kitas oder Tagespflegepersonen Corona-Testungen beziehungsweise Gesundschreibungen für betreute Kinder verlangen?,Kinder,
Wo sind weiterführende Informationen für Eltern und Fachkräfte zu finden?,Kinder,
Darf ich mich in $SuL mit Freunden treffen?,Privat,
Darf ich in $SuL Freunde treffen?,Privat,
Wie sieht es in $SuL mit dem Treffen von Freunden und Bekannten aus?,Privat,
Dürfen sich in $SuL meine Kinder mit Freunden treffen?,Privat,Kinder
"Wo finde ich Hilfe, wenn ich Sorgen und Probleme mit meiner Arbeit habe?",Arbeit,
Welche Angebote beinhaltet das Hamburger Corona-Arbeitsmarktprogramm?,Arbeit,
Welche arbeitsrechtlichen Konsequenzen hat die Coronavirus-Pandemie?,Arbeit,
Welche Regelungen gelten für Auszubildende?,Arbeit,
Welche Beratungsangebote sind für Empfänger von Arbeitslosengeld II verfügbar?,Arbeit,
Welche Maßnahmen zum Arbeitsschutz sind zu beachten?,Arbeit,
Wo finden ausländische Pflege- und Betreuungskräfte Informationen?,Arbeit,
Welche Konsequenzen hat Kurzarbeit?,Arbeit,
"Brauchen
 Unternehmen bei einer Umsetzung von Mitarbeitern, um diese Mehrbedarfe 
zu decken eine Erlaubnis nach dem Arbeitnehmerüberlassungsgesetz? Können
 Einrichtungen sich gegenseitig Mitarbeitende leihen? Und müssen die 
Mitarbeiterinnen und Mitarbeiter dem zustimmen?",Arbeit,
Wann besteht ein Anspruch auf Entschädigung nach Paragraf 56 Infektionsschutzgesetz?,Arbeit,
Gibt es Lohnersatz bei Kita- und Schulschließung?,Arbeit,
Wie sind die Regelungen für Solo-Selbstständige?,Arbeit,
Wo können Künstler und Selbstständige Informationen erhalten?,Arbeit,
Wie ist der Anspruch auf Arbeitslosengeld II / Sozialgeld geregelt?,Arbeit,
Was ist das Sozialschutzpaket?,Arbeit,
Wie kann ich mit dem Jobcenter team.arbeit.hamburg Kontakt aufnehmen und Leistungen beantragen?,Arbeit,
Wie kann ich mit der Agentur für Arbeit Hamburg Kontakt aufnehmen und Leistungen beantragen?,Arbeit,
Wo finde ich Informationen von Jobcenter und Arbeitsagentur?,Arbeit,
Wie gestalten sich die Regelungen für die Arbeit im Homeoffice?,Arbeit,
Wie können meine Kinder zu Hause lernen?,Kinder,
Welche Beratungsangebote für Familien sind verfügbar?,Kinder,
"Wie gehe ich damit um, wenn in der häuslichen Situation Konflikte entstehen?",Kinder,
"An wen kann ich mich wenden, wenn ich mich alleine fühle, Sorgen und Ängste habe?",Kinder,
Welche Regelungen gelten für die Kindertagesbetreuung?,Kinder,
Was ist der Kinderfreizeitbonus?,Kinder,
Wie gestalten sich die Angebote der Offenen Kinder- und Jugendarbeit während der Pandemie?,Kinder,
Was ist für schwangere bzw. stillende Frauen wichtig?,Kinder,
Wo kann sich mein Arbeitgeber zur Einrichtung eines familienfreundlichen Arbeitsplatzes beraten lassen?,Kinder,
Sind die Spielplätze geöffnet?,Kinder,
Was kann ich mit meinen Kindern in der Freizeit machen?,Kinder,
Welche Veranstaltungen sind in $SuL erlaubt?,Kultur,
"Welche Regeln gelten für den Besuch von Museen, Gedenkstätte, Ausstellungshäusern und Galerien?",Kultur,
Dürfen Bibliotheken und Archive öffnen?,Kultur,
Dürfen Chöre und Blasinstrumente-Ensembles wieder üben?,Kultur,
"Welche Regeln gelten für Weiterbildungsangebote wie zum Beispiel Tanzschulen, Musikschulen, Chöre?",Kultur,
Inwiefern werden Eintrittsgelder von abgesagten Veranstaltungen staatlicher Institutionen erstattet?,Kultur,
Welche Regeln gelten für Musikclubs?,Kultur,
Muss ich einen Mindestabstand zu anderen Personen einhalten?,Privat,
Darf ich in der Öffentlichkeit Alkohol trinken?,Privat,
Auf welchen öffentlichen Plätzen gilt die Maskenpflicht?,Privat,
Welche Regeln gelten für Feiern und Zusammenkünfte?,Privat,
Haben die Schwimmbäder in Hamburg geöffnet?,Privat,Sport
"Welche Regelungen gelten für Kirchen, Moscheen, Synagogen und die Zusammenkünfte anderer Glaubensgemeinschaften?",Privat,
Sind die Spielplätze geöffnet?,Privat,
Dürfen Tanzkurse stattfinden?,Privat,
"Welche Regeln gelten für Hotels, Ferienwohnungen und Campingplätze?",Privat,Reisen
Welche Regeln gelten für sogenannte Hotspots,Privat,
Welche Regeln gelten für Straßenfeste?,Privat,
Dürfen Tanzveranstaltungen stattfinden?,Privat,
Dürfen Sonnenstudios öffnen?,Privat,
Welche Regeln gelten für öffentliche Führungen?,Privat,
"Welche Regeln gelten für Weiterbildungsangebote wie zum Beispiel Tanzschulen, Musikschulen, Chöre?",Privat,
Welche Regeln gelten für Freizeiteinrichtungen?,Privat,
Dürfen Whirlpools benutzt werden?,Privat,
Soll ich ein Kontakt-Tagebuch führen?,Privat,
Sind Hafen- oder Stadtrundfahrten erlaubt?,Privat,
Welche Geschäfte beziehungsweise welche Geschäftsangebote dürfen öffnen?,Allgemein,Arbeit
"Welche Regeln gelten für Unternehmen, die im Bereich der Körperpflege tätig sind?",Allgemein,Arbeit
Kann ich weiterhin meinen Wochenmarkt besuchen?,Allgemein,Arbeit
Wo kann ich mich über Unterstützung und finanzielle Hilfe für mein Unternehmen informieren?,Allgemein,Arbeit
Kann ich weiterhin zum Friseur?,Allgemein,Arbeit
"Wie weise ich nach, dass mein Personal geschult ist, einen Eigenschnelltest/Laientest auszuführen oder zu beaufsichtigen?",Allgemein,Arbeit
Welche Regeln gelten für Gaststätten und Speiselokale?,Gastro,Arbeit
"Wo kann eine Sondergenehmigung, die eine Erhöhung der Personenzahlen ermöglicht, beantragt werden?",Allgemein,Arbeit
Ist das Anbieten von Lebensmittelproben oder Testern erlaubt?,Allgemein,Arbeit
Welche hygienischen Anforderungen müssen die Betriebsinhaber von geöffneten Verkaufsstellen umsetzen?,Allgemein,Arbeit
Dürfen Sonnenstudios öffnen?,Allgemein,Arbeit
Welche Regeln gelten für offene Verkaufsstände in Einkaufscentern?,Allgemein,Arbeit
Welche Regeln gelten für Spielhallen?,Allgemein,Arbeit
Welche Regeln gelten für Wettbüros?,Allgemein,Arbeit
Dürfen Saunen öffnen?,Privat,
Darf ich zur Fußpflege?,Allgemein,Arbeit
Dürfen Fitnessstudio öffnen?,Allgemein,Sport
Darf ich meinen Außenbereich überdachen?,Gastro,
Müssen Arbeitgeber Schnell- beziehungsweise Eigentests für ihre Beschäftigten anbieten?,Arbeit,
Können Schüler vom Tragen der Maske befreit werden?,Schule,Maskenpflicht
Können Schulen Hausverbote für Maskenverweigende aussprechen?,Schule,Maskenpflicht
Welche Maßnahmen gelten in der Schule?,Schule,
Was bedeuten die geänderten Quarantäneregelungen für meine Kinder?,Schule,
Warum sind die Inzidenzen bei Schülern so hoch?,Schule,
"An wen können sich Jugendliche wenden, die einen Praktikumsplatz oder einen Ausbildungsplatz suchen?",Schule,
"Was macht $SuL, um die entstandenen Lernrückstände aufzufangen?",Schule,
Welche Impfangebote gibt es für Schüler?,Schule,Impfung
Wer ist von der Erbringung eines negativen Coronavirus-​Testnachweises befreit?,Schule,Testen
Welche Luftfilter bekommen $SuL Schulen?,Schule,
"Luftfilter, Stoßlüftung, Querlüftung - wo hilft was?",Schule,
Gibt es eine Testpflicht in Schulen?,Schule,Testen
Wie sieht das Testkonzept an den Schulen aus?,Schule,Testen
Wann gibt es PCR-Lolli-Tests an den Schulen?,Schule,Testen
Gibt es eine Maskenpflicht in Schulen?,Schule,Maskenpflicht
Welche Hygienemaßnahmen sollen Schüler ergreifen?,Schule,
Welche Regelungen gelten in der Vorschulklasse (VSK)?,Schule,
Was passiert bei einem Verdachtsfall?,Schule,
"Präsenzunterricht, Wechselunterricht bzw. Hybridunterricht oder Distanzunterricht - wann gilt was?",Schule,
Gilt aktuell eine Präsenzpflicht?,Schule,
Wann gibt es wieder Catering in der Schule?,Schule,Gastro
"Ab wann dürfen Ausflüge, Klassenreisen und Schulfahrten durchgeführt werden?",Schule,
Was ist mit internationalen Schüleraustauschen?,Schule,Reisen
Was ist mit Risikopatienten oder deren Angehörigen?,Schule,
Was sollten Unternehmen vor Einführung neuer Arbeitsformen beachten?,Arbeit,
Was ist Homeoffice überhaupt?,Arbeit,
Gibt es ein Recht auf Homeoffice?,Arbeit,
Können Arbeitgeber Beschäftigte zum Homeoffice zwingen?,Arbeit,
Was ist hinsichtlich der Arbeitszeiten im Homeoffice zu beachten?,Arbeit,
Wie muss der Arbeitsplatz im Homeoffice gestaltet sein?,Arbeit,
Wie kann der Arbeitgeber die Arbeitsbedingungen und mögliche Gefährdungen im Homeoffice beurteilen?,Arbeit,
Wie können psychische Belastungen am Arbeitsplatz erkannt und reduziert werden?,Arbeit,
Gibt es etwas bei der arbeitsmedizinischen Vorsorge zu beachten?,Arbeit,
Wer kann mir bei individuellen Fragestellungen weiterhelfen?,Arbeit,
"Von
 Kosten über Arbeitsschutz bis hin zum Datenschutz: Welche besonderen 
Pflichten habe ich als Arbeitgeber für meine Beschäftigten im 
Homeoffice?",Arbeit,
Wie ist die Unfallversicherung im Homeoffice geregelt?,Arbeit,
Kann ich meinen Homeoffice-Arbeitsplatz von der Steuer absetzen?,Arbeit,
Welche Regelung gibt es für die Durchführung des Sommersemesters an den staatlichen Hamburger Hochschulen?,Schule,
Soll das Wintersemester an den Hamburger Hochschulen in Präsenz stattfinden?,Schule,
Erhalte ich bei pandemiebedingter Verzögerung des Studiums weiter BAföG?,Schule,
Wo finden sich konkrete Informationen zu den einzelnen Hochschulen?,Schule,
Welche digitalen Angebote stellt die Staats- und Universitätsbibliothek $SuL zusätzlich bereit?,Schule,
Welche Vorgaben gelten bei Prüfungen?,Schule,
Dürfen Bibliotheken und Archive öffnen?,Schule,
Verlängert sich die Freiversuchsfrist beim Jura-Studium?,Schule,
Welche speziellen finanziellen Förderangebote für Studierende hat die Bundesregierung verabschiedet?,Schule,
"Was bietet die städtische Wohnungsbaugesellschaft, die SAGA, Mietern an, die durch COVID-19 in finanzielle Not geraten?",Allgemein,
Haben die Bezirksämter geöffnet?,Allgemein,
Wird es besondere Unterstützungsmaßnahmen für ältere oder gesundheitlich beeinträchtigte Mieter geben?,Allgemein,
"Haben Vermieter das Recht, Miet- und Pachtverhältnisse über Räume oder Grundstücke wegen Zahlungsrückständen zu kündigen?",Allgemein,
"An wen kann ich mich wenden, wenn ich Schwierigkeiten habe, meine Miete vertragsgemäß zu zahlen?",Allgemein,
Darf ich noch umziehen?,Allgemein,
Kann ich einen kostenlosen Corona-Test machen?,Testen,
"Gibt es Selbsttests für Zuhause, die anerkannt werden?",Testen,
Wo kann ich mich kostenfrei mit einem Antigen-Schnelltest testen lassen?,Testen,
Was bedeutet ein negatives Testergebnis bei einem Antigen-Schnelltest?,Testen,
"Was ist der Unterschied zwischen PCR-Tests, Antigen-Schnelltests und Selbsttests?",Testen,
Was passiert nach einem positiven Antigen-Schnelltest-Ergebnis?,Testen,
Wie funktioniert ein Antigen-Schnelltest?,Testen,
Wie funktioniert ein PCR-Test?,Testen,
Was ist ein Antikörpertest?,Testen,
Was bedeuten die Begriffe Sensitivität und Spezifität?,Testen,
Wann sollte ich einen Selbsttest machen?,Testen,
Was bedeutet die Testpflicht an Schulen für mich und mein Kind?,Testen,
Wie oft sollten sich vollständig geimpfte Personen testen lassen?,Testen,Impfung
Wie wird in $SuL getestet?,Testen,
Enthalten die Wattetupfer der Schnelltests gesundheitsgefährdende Stoffe oder „schwarze Würmer“?,Testen,
"Wie verhalte ich mich, wenn ich Kontakt zu einer Person hatte, bei der COVID-19 nachgewiesen wurde?",Testen,
"Wie verhalte ich mich, wenn ich glaube, an COVID-19 erkrankt zu sein?",Testen,
"Sind Schnelltests, die in Schulen, Kitas und in städtischen Betrieben eingesetzt werden, gesundheitlich bedenklich?",Testen,Kinder
Müssen Arbeitgeber Schnell- beziehungsweise Eigentests für ihre Beschäftigten anbieten?,Testen,Arbeit
"Was mache ich bei Symptomen, nach Kontakt mit Infizierten oder als Reiserückkehrer?",Reisen,
Wie entwickeln sich die Fallzahlen in Augsburg?,Allgemein,Testen
Wo kann ich mich in $SuL testen lassen?,Testen,
Was gilt in Schulen & Kitas in $SuL?,Kinder,
Wie überträgt sich das Coronavirus?,Allgemein,
Was ändert sich durch die neue Verordnung im Bereich Schule ab dem 22.03.2021?,Schule,
Notbetreuung in $SuL?,Schule,
Distanzlernen / schriftliche Arbeiten an allgemein bildenden Schulen,Schule,
Distanzunterricht / schriftliche Arbeiten - berufsbildende Schulen,Schule,
Wenn ein Verdachtsfall in der Schule auftritt,Schule,
Umgang mit vulnerablen Personen in der Schule,Schule,
Hygiene- und Infektionsschutzmaßnahmen,Allgemein,
Unterrichtsplanung und Personaleinsatz,Schule,
Schüler mit besonderem Unterstützungsbedarf,Schule,
Abitur und Abschlussarbeiten,Schule,
Schulveranstaltungen und Schulfahrten,Schule,
Praktika in $SuL?,Schule,
Ganztagsbetrieb,Schule,
Verpflegung,Schule,
Distanzlernen / schriftliche Arbeiten an allgemein bildenden Schulen,Schule,
Distanzunterricht / schriftliche Arbeiten - berufsbildende Schulen,Schule,
Fachpraktischer Unterricht,Schule,
Fachoberschule (FOS) Klasse 11,Schule,
Konferenzen und Elternabende,Schule,
"Ministerbriefe an Schulen, Schülerinnen, Schüler und Eltern",Schule,
"Darf für die Kinder ein Frühstück in Buffetform zum Selbstbedienen bereitgestellt werden? Und wenn ja, ist dann ein sogenannter „Spuckschutz“ notwendig?",Gastro,Schule
Darf die Kinderpflegerin Pfannkuchen und ähnliches für die Kinder zubereiten (ohne Kinder zu beteiligen)?,Gastro,Schule
Muss das Personal eine Mund–Nasenbedeckung (MNB) und Handschuhe bei der Ausgabe tragen?,Gastro,Schule
Dürfen Eltern Obst für alle Kinder in die Einrichtung mitbringen?,Gastro,Schule
Pädagogisches Kochen: Dürfen die zubereiteten Speisen /Kuchen auch von Kindern aus den anderen Gruppen verzehrt werden?,Gastro,Schule
Wie wahrscheinlich ist die Übertragung des Virus durch von zu Hause mitgebrachtes Geschirr?,Gastro,Schule
Bei welcher Gradzahl stirbt das Virus ab?,Gastro,Schule
"Wenn die Eltern am Geburtstag einen Kuchen mit in die Kita schicken wollen, was ist alles zu beachten - bzw. was gibt es für Vorschriften?",Gastro,Schule
"Ist es sinnvoll oder verpflichtend beim Kochen Einmal-Handschuhe zu tragen und bei welchen Zahlen (7 Tage Inzidenz >35/100.000, >50/100.000)",Gastro,Schule
Wann soll oder muss das Küchenpersonal einen Mundschutz/eine MNB tragen?,Gastro,Schule
Sind Arbeitsflächen/Arbeitsgeräte jetzt immer mit Desinfektion zu reinigen?,Gastro,Schule
"Pädagogisches Kochen mit den Kindern? Ist das erlaubt? Darf das auch mit dem Küchenpersonal sein, wenn die Gruppen getrennt sind?",Gastro,Schule
Ist Plätzchen backen mit Kindern in den Gruppen möglich? Dürfen diese mit nach Hause genommen werden?,Gastro,Schule
"Dürfen Plätzchen, die von Eltern gebacken werden, in Tüten verpackt und verkauft werden?",Gastro,Schule
"Können Kindergartenfeste wieder stattfinden und falls ja dürfen Eltern Lebensmittel mitbringen, Würstchen grillen, Waffeln backen oder ähnliches und diese an die Teilnehmer abgeben?",Schule,Veranstaltungen
Dürfen Kinder selbst ihre Tabletts und Besteckteile aus dem Tablett- und Besteckwagen entnehmen? Dürfen Getränke selbst eingeschenkt werden?,Gastro,Schule
Können Trinkwasserspender in Schulen genutzt bzw. wieder in Betrieb genommen werden?,Gastro,Schule
"Was kann ich tun, wenn mir nicht genug Sitzplätze zur Verfügung stehen, um bei der Speiseneinnahme einen Mindestabstand von 1,5 m zu gewährleisten?",Gastro,Schule
Was ist bezüglich der FFP2-Maskenpflicht zu beachten?,Maskenpflicht,
Welche Standards gelten als gleichwertig zu FFP2-Masken?,Maskenpflicht,
Welche Punkte sind zur Erkennung von FFP2-Masken zu beachten?,Maskenpflicht,
"Worin liegt der Unterschied zwischen einer Alltagsmaske, einem medizinischem Mund-Nasen-Schutz (MNS) und einer Schutzmaske (partikelfiltrierende Halbmaske (FFP-Maske)?",Maskenpflicht,
Warum ist die Maskenpflicht sinnvoll?,Maskenpflicht,
Für wen besteht die Pflicht zum Tragen einer Mund-Nasen-Bedeckung?,Maskenpflicht,
Wo besteht die erweiterte Maskenpflicht?,Maskenpflicht,
Können transparente Schutzwände aus Acrylglas o.ä. anstatt einer Mund-Nasen-Bedeckung verwendet werden?,Maskenpflicht,
Welche Art von Mund-Nasen-Bedeckung kann ich verwenden?,Maskenpflicht,
Muss ich eine Mund-Nasen-Bedeckung im Freien und in der Arbeit tragen?,Maskenpflicht,
"Ist es erlaubt, beim Autofahren Masken zu tragen oder ist das aufgrund des Vermummungsverbots nicht möglich?",Maskenpflicht,
Besteht die Pflicht zum Tragen einer Mund-Nasen-Bedeckung auch für Menschen mit Demenz?,Maskenpflicht,
"Muss ich als Asthmatiker auch eine Maske tragen? Gilt Atemnot zum Beispiel wegen Asthma als Ausnahmegrund, keine Maske zu tragen?",Maskenpflicht,
"Wie können Betroffene, bei denen Ekzeme, Ausschläge, Dermatitis im Gesicht, das Tragen einer Maske unmöglich macht, mit der Maskenpflicht umgehen?",Maskenpflicht,
"Kann ich vom Arbeitgeber dazu verpflichtet werden, eine Mund-Nasen-Bedeckung zu tragen, obwohl das Tragen aufgrund einer Behinderung oder aus gesundheitlichen Gründen nicht möglich oder unzumutbar ist?",Maskenpflicht,
Welche Maske muss ich während der Arbeit tragen und wer kommt für diese auf?,Maskenpflicht,
Muss ich als Corona-Genesener auch eine Maske tragen?,Maskenpflicht,
Muss auch in kundenfernen Bereichen von Handels- und Dienstleistungsbetrieben mit Kundenverkehr eine Maske getragen werden?,Maskenpflicht,
Darf eine nichtschulische Nutzung der Schulgebäude weiterhin erfolgen?,Schule,
Welche Maßgaben gelten für die Schülerbeförderung? ,Schule,
Können Schülerfahrten und Schüleraustauschmaßnahmen im Schuljahr 2021/22 stattfinden?,Schule,Reisen
"Werden für entfallende Schülerfahrten oder -austauschmaßnahmen im Schuljahr 2019/20 sowie 2020/2021 Stornokosten erstattet? (akt. 17.02.2021, 10:00 Uhr)",Schule,
"Was ist beim Abhalten von Besprechungen, Konferenzen oder Versammlungen zu beachten?",Schule,
Finden Präsenzveranstaltungen der Staatlichen Lehrerfortbildung statt?,Schule,
Wo erhalte ich Informationen zum Kinderkrankengeld?,Schule,Kinder
Mein Arbeitnehmer hat sich mit dem Coronavirus infiziert. Wer zahlt das Arbeitsentgelt?,Arbeit,
"Wird auch das Arbeitsentgelt erstattet, das ich sechs Wochen zahlen muss?                        ",Arbeit,
"Die KiTa/Schule schließt für einige Zeit und mein Arbeitnehmer hat niemanden, der das Kind betreut. Darf der Arbeitnehmer zu Hause bleiben? Und wer trägt den Verdienstausfall?",Kinder,
"Die Hochschule, an der unsere Werkstudenten eingeschrieben sind, hat wegen der Corona-Krise den Start der Vorlesungszeit verschoben. Können die Studenten in dieser Zeit weiter mit dem Werkstudentenprivileg versicherungsfrei beschäftigt werden?",Schule,
Wo kann ich mich über die Corona-Situation in $SuL informieren?,Allgemein,
Wie viel Geld erhalte ich als Grundsicherung für Arbeitsuchende (Arbeitslosengeld II)?,Arbeit,
"Wie lange dauert es, bis das Arbeitslosengeld II an mich überwiesen wird?",Arbeit,
Werden die Kosten für meine Wohnung übernommen?,Arbeit,
"Muss ich erst meine Ersparnisse aufbrauchen, bevor ich Grundsicherung bekomme?",Arbeit,
Spielt das Einkommen meiner Partnerin oder meines Partners eine Rolle?,Arbeit,
"Gibt es zusätzliche Leistungen, wenn ich Kinder habe, die bei mir wohnen?",Arbeit,
Ich bin privat kranken- und pflegeversichert. Was muss ich beachten?,Arbeit,
Gibt es noch eine Kontaktbeschränkung in $SuL?,Privat,
Wann und wo ist in $SuL der Mindestabstand einzuhalten?,Allgemein,
Welche Geschäften dürfen betrieben werden?,Arbeit,
Welche Hygienevorschriften sind beim Betrieb der Geschäfte zu beachten?,Arbeit,
"Dürfen Restaurants, Gaststätten, Bars, Imbissen etc. öffnen?",Gastro,
Welche Hygienevorschriften sind beim Betrieb der Gastronomie ebenfalls zu beachten?,Gastro,
Wie dürfen Betriebskantinen öffnen?,Gastro,Arbeit
Gibt es Einschränkungen bei körpernahen Dienstleistungen?,Arbeit,
